gene_id	chromosome_name	description
Potra2n4c9799	chr4	sp|Q59WH0|ADA2_CANAL Transcriptional adapter 2 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=ADA2 PE=3 SV=2
Potra2n4c9800	chr4	sp|Q7YS69|REBL1_BOVIN GTPase RhebL1 OS=Bos taurus OX=9913 GN=RHEBL1 PE=2 SV=1
Potra2n4c9801	chr4	None available
Potra2n4c9802	chr4	sp|P32074|COPG_YEAST Coatomer subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC21 PE=1 SV=2
Potra2n4c9803	chr4	sp|Q8SSH1|Y255_ENCCU Probable serine/threonine-protein kinase ECU02_0550 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU02_0550 PE=3 SV=1
Potra2n4c9804	chr4	sp|Q9UT73|YIPH_SCHPO Uncharacterized WD repeat-containing protein C343.17c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC343.17c PE=4 SV=1
Potra2n4c9805	chr4	sp|Q06915|EA6_ARATH Probable glucan endo-1,3-beta-glucosidase A6 OS=Arabidopsis thaliana OX=3702 GN=A6 PE=2 SV=1
Potra2n4c9806	chr4	sp|P40125|CAP1_PIG Adenylyl cyclase-associated protein 1 (Fragments) OS=Sus scrofa OX=9823 GN=CAP1 PE=1 SV=1
Potra2n4c9807	chr4	sp|Q21038|VER3_CAEEL Tyrosine-protein kinase receptor ver-3 OS=Caenorhabditis elegans OX=6239 GN=ver-3 PE=2 SV=1
Potra2n4c9808	chr4	None available
Potra2n4c9809	chr4	sp|Q9LVG9|Y5600_ARATH BTB/POZ domain-containing protein At5g60050 OS=Arabidopsis thaliana OX=3702 GN=At5g60050 PE=2 SV=1
Potra2n4c9810	chr4	None available
Potra2n4c9811	chr4	None available
Potra2n4c9812	chr4	sp|Q9SKH2|Y2369_ARATH BTB/POZ domain-containing protein At2g13690 OS=Arabidopsis thaliana OX=3702 GN=PRL1-IFG PE=2 SV=2
Potra2n4c9813	chr4	None available
Potra2n4c9814	chr4	None available
Potra2n4c9815	chr4	None available
Potra2n4c9816	chr4	sp|Q6AYQ3|SYFM_RAT Phenylalanine--tRNA ligase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Fars2 PE=2 SV=1
Potra2n4c9817	chr4	sp|Q61809|LRRN1_MOUSE Leucine-rich repeat neuronal protein 1 OS=Mus musculus OX=10090 GN=Lrrn1 PE=2 SV=1
Potra2n4c9818	chr4	sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
Potra2n4c9819	chr4	sp|Q4R8H2|DNJC2_MACFA DnaJ homolog subfamily C member 2 OS=Macaca fascicularis OX=9541 GN=DNAJC2 PE=2 SV=1
Potra2n4c9820	chr4	None available
Potra2n4c9821	chr4	sp|Q43188|CHS2_SOLTU Chalcone synthase 2 OS=Solanum tuberosum OX=4113 GN=CHS2 PE=2 SV=1
Potra2n4c9822	chr4	sp|G5EBI4|CEEH1_CAEEL Epoxide hydrolase 1 OS=Caenorhabditis elegans OX=6239 GN=ceeh-1 PE=1 SV=1
Potra2n4c9823	chr4	sp|Q5XI64|ABHD6_RAT Monoacylglycerol lipase ABHD6 OS=Rattus norvegicus OX=10116 GN=Abhd6 PE=1 SV=1
Potra2n4c9824	chr4	sp|Q8LH59|MYBS1_ORYSJ Transcription factor MYBS1 OS=Oryza sativa subsp. japonica OX=39947 GN=MYBS1 PE=1 SV=1
Potra2n4c9825	chr4	sp|Q9SRZ0|CUL2_ARATH Cullin-2 OS=Arabidopsis thaliana OX=3702 GN=CUL2 PE=1 SV=1
Potra2n4c9826	chr4	None available
Potra2n4c9827	chr4	sp|Q9LXD8|HEC3_ARATH Transcription factor HEC3 OS=Arabidopsis thaliana OX=3702 GN=HEC3 PE=1 SV=1
Potra2n4c9828	chr4	None available
Potra2n4c9829	chr4	None available
Potra2n4c9830	chr4	sp|Q47474|PMEB_DICD3 Pectinesterase B OS=Dickeya dadantii (strain 3937) OX=198628 GN=pemB PE=1 SV=2
Potra2n4c9831	chr4	sp|Q92396|TYRO_PODAS Tyrosinase OS=Podospora anserina OX=2587412 GN=TYR PE=2 SV=1
Potra2n4c9832	chr4	sp|Q4R0I0|PILR1_LINAL Bifunctional pinoresinol-lariciresinol reductase OS=Linum album OX=191219 GN=PLR1 PE=1 SV=1
Potra2n4c9833	chr4	sp|Q54D10|RER1_DICDI Protein RER1 homolog OS=Dictyostelium discoideum OX=44689 GN=rer1 PE=3 SV=1
Potra2n4c9834	chr4	sp|Q84V03|FB348_ARATH F-box protein At2g16365 OS=Arabidopsis thaliana OX=3702 GN=At2g16365 PE=2 SV=2
Potra2n4c9835	chr4	sp|O08327|GLGD_GEOSE Glycogen biosynthesis protein GlgD OS=Geobacillus stearothermophilus OX=1422 GN=glgD PE=3 SV=1
Potra2n4c9836	chr4	None available
Potra2n4c9837	chr4	None available
Potra2n4c9838	chr4	None available
Potra2n4c9839	chr4	sp|P0ABQ8|DYR8_SHISO Dihydrofolate reductase type 8 OS=Shigella sonnei OX=624 GN=dhfrVIII PE=3 SV=1
Potra2n4c9840	chr4	sp|C4L9A9|SPEA_TOLAT Biosynthetic arginine decarboxylase OS=Tolumonas auensis (strain DSM 9187 / TA4) OX=595494 GN=speA PE=3 SV=1
Potra2n4c9841	chr4	sp|Q06705|CSR1_YEAST Phosphatidylinositol transfer protein CSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CSR1 PE=1 SV=1
Potra2n4c9842	chr4	sp|Q8BWP5|TTPA_MOUSE Alpha-tocopherol transfer protein OS=Mus musculus OX=10090 GN=Ttpa PE=1 SV=1
Potra2n4c9843	chr4	sp|A5DZX2|DBP5_LODEL ATP-dependent RNA helicase DBP5 OS=Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) OX=379508 GN=DBP5 PE=3 SV=1
Potra2n4c9844	chr4	sp|Q9FGX2|BZIP1_ARATH Basic leucine zipper 1 OS=Arabidopsis thaliana OX=3702 GN=BZIP1 PE=1 SV=1
Potra2n4c9845	chr4	sp|Q91WN1|DNJC9_MOUSE DnaJ homolog subfamily C member 9 OS=Mus musculus OX=10090 GN=Dnajc9 PE=1 SV=2
Potra2n4c9846	chr4	None available
Potra2n4c9847	chr4	None available
Potra2n4c9848	chr4	sp|Q54YV4|LONM1_DICDI Lon protease homolog, mitochondrial 1 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0278063 PE=3 SV=3
Potra2n4c9849	chr4	sp|C0LGJ9|Y2278_ARATH Probable LRR receptor-like serine/threonine-protein kinase At2g02780 OS=Arabidopsis thaliana OX=3702 GN=At2g02780 PE=1 SV=1
Potra2n4c9850	chr4	None available
Potra2n4c9851	chr4	sp|P31255|UBE1Y_MACRU Ubiquitin-activating enzyme E1 Y (Fragment) OS=Macropus rufus OX=9321 GN=UBE1Y PE=2 SV=1
Potra2n4c9852	chr4	sp|Q6BIP2|RAD5_DEBHA DNA repair protein RAD5 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=RAD5 PE=3 SV=2
Potra2n4c9853	chr4	sp|Q9Y620|RA54B_HUMAN DNA repair and recombination protein RAD54B OS=Homo sapiens OX=9606 GN=RAD54B PE=1 SV=1
Potra2n4c9854	chr4	sp|Q99NE9|PBX4_MOUSE Pre-B-cell leukemia transcription factor 4 OS=Mus musculus OX=10090 GN=Pbx4 PE=2 SV=2
Potra2n4c9855	chr4	sp|O31581|YFHM_BACSU AB hydrolase superfamily protein YfhM OS=Bacillus subtilis (strain 168) OX=224308 GN=yfhM PE=3 SV=1
Potra2n4c9856	chr4	None available
Potra2n4c9857	chr4	sp|Q76HN4|GLMA_THEKO Exo-beta-D-glucosaminidase OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=glmA PE=1 SV=1
Potra2n4c9858	chr4	sp|Q9QXE7|TBL1X_MOUSE F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus OX=10090 GN=Tbl1x PE=1 SV=2
Potra2n4c9859	chr4	sp|Q710E8|ORC1A_ARATH Origin of replication complex subunit 1A OS=Arabidopsis thaliana OX=3702 GN=ORC1A PE=1 SV=1
Potra2n4c9860	chr4	sp|Q12546|PPA_ASPFI Acid phosphatase OS=Aspergillus ficuum OX=5058 GN=aphA PE=1 SV=1
Potra2n4c9861	chr4	sp|Q93WP4|PEPP_ALLCE Phosphoenolpyruvate phosphatase OS=Allium cepa OX=4679 GN=ACPEPP PE=1 SV=1
Potra2n4c9862	chr4	sp|Q9UJW2|TINAG_HUMAN Tubulointerstitial nephritis antigen OS=Homo sapiens OX=9606 GN=TINAG PE=2 SV=3
Potra2n4c9863	chr4	sp|Q9UXU2|VATI_PYRAB V-type ATP synthase subunit I OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=atpI PE=3 SV=1
Potra2n4c9864	chr4	None available
Potra2n4c9865	chr4	sp|Q94CK9|LRP1_ARATH Protein LATERAL ROOT PRIMORDIUM 1 OS=Arabidopsis thaliana OX=3702 GN=LRP1 PE=1 SV=1
Potra2n4c9866	chr4	None available
Potra2n4c9867	chr4	None available
Potra2n4c9868	chr4	sp|Q9FHH8|COL5_ARATH Zinc finger protein CONSTANS-LIKE 5 OS=Arabidopsis thaliana OX=3702 GN=COL5 PE=2 SV=2
Potra2n4c9869	chr4	sp|Q7XMJ2|KN10B_ORYSJ Kinesin-like protein KIN-10B OS=Oryza sativa subsp. japonica OX=39947 GN=KIN10B PE=2 SV=2
Potra2n4c9870	chr4	sp|Q6ET49|OML7_ORYSJ Protein MEI2-like 7 OS=Oryza sativa subsp. japonica OX=39947 GN=OML7 PE=2 SV=1
Potra2n4c9871	chr4	sp|P21683|CRTB_PANAN 15-cis-phytoene synthase OS=Pantoea ananas OX=553 GN=crtB PE=1 SV=2
Potra2n4c9872	chr4	sp|Q9C865|SH3P1_ARATH SH3 domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=SH3P1 PE=1 SV=1
Potra2n4c9873	chr4	sp|Q5JIZ5|TKSP_THEKO Subtilisin-like serine protease OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1689 PE=1 SV=1
Potra2n4c9874	chr4	sp|Q01371|WC1_NEUCR White collar 1 protein OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=wc-1 PE=1 SV=2
Potra2n4c9875	chr4	sp|P24453|CP1A2_MESAU Cytochrome P450 1A2 OS=Mesocricetus auratus OX=10036 GN=CYP1A2 PE=1 SV=4
Potra2n4c9876	chr4	sp|P47195|C80A1_BERST Berbamunine synthase OS=Berberis stolonifera OX=33814 GN=CYP80A1 PE=1 SV=1
Potra2n4c9877	chr4	sp|Q9GZT6|CC90B_HUMAN Coiled-coil domain-containing protein 90B, mitochondrial OS=Homo sapiens OX=9606 GN=CCDC90B PE=1 SV=2
Potra2n4c9878	chr4	sp|Q5RAD5|RTF1_PONAB RNA polymerase-associated protein RTF1 homolog (Fragment) OS=Pongo abelii OX=9601 GN=RTF1 PE=2 SV=2
Potra2n4c9879	chr4	sp|Q9NUD5|ZCHC3_HUMAN Zinc finger CCHC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZCCHC3 PE=1 SV=2
Potra2n4c9880	chr4	sp|P0C2S1|CELK_HUNTH Cellulose 1,4-beta-cellobiosidase OS=Hungateiclostridium thermocellum OX=1515 GN=celK PE=1 SV=1
Potra2n4c9881	chr4	None available
Potra2n4c9882	chr4	sp|A8Z3K5|ALF1_STAAT Fructose-bisphosphate aldolase class 1 OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=fda PE=3 SV=1
Potra2n4c9883	chr4	sp|Q57818|SPT5_METJA Transcription elongation factor Spt5 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=spt5 PE=1 SV=1
Potra2n4c9884	chr4	sp|Q8RWD0|COL16_ARATH Zinc finger protein CONSTANS-LIKE 16 OS=Arabidopsis thaliana OX=3702 GN=COL16 PE=1 SV=2
Potra2n4c9885	chr4	sp|Q9UTL2|KLP8_SCHPO Kinesin-like protein 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=klp8 PE=1 SV=1
Potra2n4c9886	chr4	sp|Q945M1|NDUB9_ARATH NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Arabidopsis thaliana OX=3702 GN=CIB22 PE=1 SV=1
Potra2n4c9887	chr4	sp|Q19584|UFD1_CAEEL Ubiquitin fusion degradation protein 1 homolog OS=Caenorhabditis elegans OX=6239 GN=ufd-1 PE=1 SV=1
Potra2n4c9888	chr4	sp|O29458|DCDA_ARCFU Diaminopimelate decarboxylase OS=Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126) OX=224325 GN=lysA PE=3 SV=1
Potra2n4c9889	chr4	sp|P23968|VATO_YEAST V-type proton ATPase subunit c'' OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA16 PE=1 SV=1
Potra2n4c9890	chr4	sp|P15339|DKGB_CORSS 2,5-diketo-D-gluconic acid reductase B OS=Corynebacterium sp. (strain SHS752001) OX=268953 GN=dkgB PE=1 SV=3
Potra2n4c9891	chr4	sp|P18405|S5A1_HUMAN 3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Homo sapiens OX=9606 GN=SRD5A1 PE=1 SV=1
Potra2n4c9892	chr4	sp|Q7XH85|BBRC_ORYSJ Barley B recombinant-like protein C OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0115500 PE=2 SV=2
Potra2n4c9893	chr4	sp|Q5QNI5|BZP02_ORYSJ Basic leucine zipper 2 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP02 PE=2 SV=1
Potra2n4c9894	chr4	sp|P0CN28|DUS3_CRYNJ tRNA-dihydrouridine(47) synthase [NAD(P)(+)] OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=DUS3 PE=3 SV=1
Potra2n4c9895	chr4	sp|Q09740|GFA1_SCHPO Probable glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC12C2.11 PE=3 SV=2
Potra2n4c9896	chr4	None available
Potra2n4c9897	chr4	sp|B2S4C7|RBFA_TREPS Ribosome-binding factor A OS=Treponema pallidum subsp. pallidum (strain SS14) OX=455434 GN=rbfA PE=3 SV=1
Potra2n4c9898	chr4	sp|Q41220|SAU15_ARATH Auxin-responsive protein SAUR15 OS=Arabidopsis thaliana OX=3702 GN=SAUR15 PE=2 SV=1
Potra2n4c9899	chr4	sp|Q9C7Q1|SAU66_ARATH Auxin-responsive protein SAUR66 OS=Arabidopsis thaliana OX=3702 GN=SAUR66 PE=2 SV=1
Potra2n4c9900	chr4	sp|O94436|TAF14_SCHPO Transcription initiation factor TFIID subunit 14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tfg3 PE=1 SV=1
Potra2n4c9901	chr4	sp|O52629|BGAL_PYRWO Beta-galactosidase OS=Pyrococcus woesei OX=2262 PE=1 SV=1
Potra2n4c9902	chr4	None available
Potra2n4c9903	chr4	None available
Potra2n4c9904	chr4	sp|O22150|SAU36_ARATH Auxin-responsive protein SAUR36 OS=Arabidopsis thaliana OX=3702 GN=SAUR36 PE=2 SV=1
Potra2n4c9905	chr4	sp|O22150|SAU36_ARATH Auxin-responsive protein SAUR36 OS=Arabidopsis thaliana OX=3702 GN=SAUR36 PE=2 SV=1
Potra2n4c9906	chr4	sp|O22150|SAU36_ARATH Auxin-responsive protein SAUR36 OS=Arabidopsis thaliana OX=3702 GN=SAUR36 PE=2 SV=1
Potra2n4c9907	chr4	sp|Q9C7Q1|SAU66_ARATH Auxin-responsive protein SAUR66 OS=Arabidopsis thaliana OX=3702 GN=SAUR66 PE=2 SV=1
Potra2n4c9908	chr4	sp|Q9C7Q1|SAU66_ARATH Auxin-responsive protein SAUR66 OS=Arabidopsis thaliana OX=3702 GN=SAUR66 PE=2 SV=1
Potra2n4c9909	chr4	sp|O22150|SAU36_ARATH Auxin-responsive protein SAUR36 OS=Arabidopsis thaliana OX=3702 GN=SAUR36 PE=2 SV=1
Potra2n4c9910	chr4	sp|Q9C7Q1|SAU66_ARATH Auxin-responsive protein SAUR66 OS=Arabidopsis thaliana OX=3702 GN=SAUR66 PE=2 SV=1
Potra2n4c9911	chr4	sp|Q29Q96|SAU68_ARATH Auxin-responsive protein SAUR68 OS=Arabidopsis thaliana OX=3702 GN=SAUR68 PE=3 SV=1
Potra2n4c9912	chr4	sp|O22150|SAU36_ARATH Auxin-responsive protein SAUR36 OS=Arabidopsis thaliana OX=3702 GN=SAUR36 PE=2 SV=1
Potra2n4c9913	chr4	sp|Q9SGU2|SAU71_ARATH Auxin-responsive protein SAUR71 OS=Arabidopsis thaliana OX=3702 GN=SAUR71 PE=2 SV=1
Potra2n4c9914	chr4	sp|Q9SA49|SAU41_ARATH Auxin-responsive protein SAUR41 OS=Arabidopsis thaliana OX=3702 GN=SAUR41 PE=2 SV=1
Potra2n4c9915	chr4	None available
Potra2n4c9916	chr4	sp|O22150|SAU36_ARATH Auxin-responsive protein SAUR36 OS=Arabidopsis thaliana OX=3702 GN=SAUR36 PE=2 SV=1
Potra2n4c9917	chr4	None available
Potra2n4c9918	chr4	sp|Q9M1K2|PI5K4_ARATH Phosphatidylinositol 4-phosphate 5-kinase 4 OS=Arabidopsis thaliana OX=3702 GN=PIP5K4 PE=4 SV=1
Potra2n4c9919	chr4	sp|Q9LUC2|PP231_ARATH Pentatricopeptide repeat-containing protein At3g14730 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E31 PE=2 SV=1
Potra2n4c9920	chr4	sp|Q51VY4|YOP1_MAGO7 Protein YOP1 OS=Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) OX=242507 GN=YOP1 PE=3 SV=2
Potra2n4c9921	chr4	None available
Potra2n4c9922	chr4	sp|Q88F17|AQPZ_PSEPK Aquaporin Z OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=aqpZ PE=3 SV=1
Potra2n4c9923	chr4	sp|Q9FME5|COBL5_ARATH COBRA-like protein 5 OS=Arabidopsis thaliana OX=3702 GN=COBL5 PE=2 SV=1
Potra2n4c9924	chr4	sp|A1STE7|MTNN_PSYIN 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Psychromonas ingrahamii (strain 37) OX=357804 GN=mtnN PE=3 SV=1
Potra2n4c9925	chr4	sp|P18414|ERD2_YEAST ER lumen protein-retaining receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERD2 PE=3 SV=1
Potra2n4c9926	chr4	sp|Q9LN49|KCS4_ARATH 3-ketoacyl-CoA synthase 4 OS=Arabidopsis thaliana OX=3702 GN=KCS4 PE=2 SV=1
Potra2n4c9927	chr4	sp|Q84JL5|INVH_ARATH Probable alkaline/neutral invertase A, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=INVH PE=2 SV=1
Potra2n4c9928	chr4	None available
Potra2n4c9929	chr4	None available
Potra2n4c9930	chr4	None available
Potra2n4c9931	chr4	None available
Potra2n4c9932	chr4	sp|P85814|TPIS_PLAOI Triosephosphate isomerase (Fragments) OS=Platanus orientalis OX=122832 PE=1 SV=1
Potra2n4c9933	chr4	sp|Q9C682|BH115_ARATH Transcription factor bHLH115 OS=Arabidopsis thaliana OX=3702 GN=BHLH115 PE=1 SV=1
Potra2n4c9934	chr4	sp|Q7LKZ5|FAM50_SCHPO FAM50 family protein C1020.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=xap5 PE=3 SV=2
Potra2n4c9935	chr4	sp|Q54R45|SSRA_DICDI Translocon-associated protein subunit alpha OS=Dictyostelium discoideum OX=44689 GN=ssr1 PE=3 SV=1
Potra2n4c9936	chr4	sp|Q9SKP9|PRP2_ARATH Proline-rich protein 2 OS=Arabidopsis thaliana OX=3702 GN=PRP2 PE=2 SV=1
Potra2n4c9937	chr4	None available
Potra2n4c9938	chr4	None available
Potra2n4c9939	chr4	sp|O53021|PPIA_DICD3 Peptidyl-prolyl cis-trans isomerase A OS=Dickeya dadantii (strain 3937) OX=198628 GN=rotA PE=3 SV=2
Potra2n4c9940	chr4	None available
Potra2n4c9941	chr4	sp|Q8BHK1|NIPA1_MOUSE Magnesium transporter NIPA1 OS=Mus musculus OX=10090 GN=Nipa1 PE=1 SV=1
Potra2n4c9942	chr4	sp|Q9AUJ7|IF4B1_WHEAT Eukaryotic translation initiation factor 4B1 OS=Triticum aestivum OX=4565 GN=EIF4B PE=1 SV=1
Potra2n4c9943	chr4	None available
Potra2n4c9944	chr4	sp|O33040|AMI3_MYCLE Putative amidase AmiC OS=Mycobacterium leprae (strain TN) OX=272631 GN=amiC PE=3 SV=1
Potra2n4c9945	chr4	sp|A0A1P8B760|AMI4G_ARATH Probable amidase At4g34880 OS=Arabidopsis thaliana OX=3702 GN=At4g34880 PE=2 SV=1
Potra2n4c9946	chr4	sp|A0A1P8B760|AMI4G_ARATH Probable amidase At4g34880 OS=Arabidopsis thaliana OX=3702 GN=At4g34880 PE=2 SV=1
Potra2n4c9947	chr4	sp|Q5ISE2|Z36L3_MOUSE mRNA decay activator protein ZFP36L3 OS=Mus musculus OX=10090 GN=Zfp36l3 PE=1 SV=1
Potra2n4c9948	chr4	sp|Q9FR37|AMI1_ARATH Amidase 1 OS=Arabidopsis thaliana OX=3702 GN=AMI1 PE=1 SV=1
Potra2n4c9949	chr4	sp|Q09102|HYIN_AGRRH Indoleacetamide hydrolase OS=Agrobacterium rhizogenes OX=359 GN=aux2 PE=3 SV=1
Potra2n4c9950	chr4	sp|P84650|AMID_RHORH Enantioselective amidase OS=Rhodococcus rhodochrous OX=1829 GN=amdA PE=1 SV=1
Potra2n4c9951	chr4	sp|Q55FJ6|Y8078_DICDI Probable serine/threonine-protein kinase DDB_G0268078 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0268078 PE=3 SV=1
Potra2n4c9952	chr4	None available
Potra2n4c9953	chr4	sp|A8HYJ1|TOC34_CHLRE Translocase of chloroplast 34 homolog, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=TOC34 PE=1 SV=1
Potra2n4c9954	chr4	sp|Q9LJR6|PP253_ARATH Putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PCMP-E96 PE=3 SV=1
Potra2n4c9955	chr4	None available
Potra2n4c9956	chr4	sp|Q54BH5|Y3730_DICDI PI-PLC X-box domain-containing protein DDB_G0293730 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0293730 PE=4 SV=2
Potra2n4c9957	chr4	sp|Q1QEW1|RLMF_PSYCK Ribosomal RNA large subunit methyltransferase F OS=Psychrobacter cryohalolentis (strain K5) OX=335284 GN=rlmF PE=3 SV=2
Potra2n4c9958	chr4	sp|Q54IP0|DNJC7_DICDI DnaJ homolog subfamily C member 7 homolog OS=Dictyostelium discoideum OX=44689 GN=dnajc7 PE=1 SV=1
Potra2n4c9959	chr4	None available
Potra2n4c9960	chr4	None available
Potra2n4c9961	chr4	sp|Q59MN0|VAC8_CANAL Vacuolar protein 8 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=VAC8 PE=3 SV=3
Potra2n4c9962	chr4	sp|P41018|CSPB_SPOGL Cold shock protein CspB (Fragment) OS=Sporosarcina globispora OX=1459 GN=cspB PE=3 SV=1
Potra2n4c9963	chr4	sp|Q22295|UGT50_CAEEL Putative UDP-glucuronosyltransferase ugt-50 OS=Caenorhabditis elegans OX=6239 GN=ugt-50 PE=1 SV=2
Potra2n4c9964	chr4	sp|F4HW02|GAT1_ARATH GABA transporter 1 OS=Arabidopsis thaliana OX=3702 GN=GAT1 PE=1 SV=1
Potra2n4c9965	chr4	None available
Potra2n4c9966	chr4	None available
Potra2n4c9967	chr4	None available
Potra2n4c9968	chr4	None available
Potra2n4c9969	chr4	sp|Q01176|XYN2_MAGGR Endo-1,4-beta-xylanase 2 OS=Magnaporthe grisea OX=148305 GN=XYL2 PE=1 SV=1
Potra2n4c9970	chr4	sp|F4I9E1|NFD4_ARATH Protein NUCLEAR FUSION DEFECTIVE 4 OS=Arabidopsis thaliana OX=3702 GN=NFD4 PE=3 SV=1
Potra2n4c9971	chr4	sp|G5EEW6|SIG7_CAEEL Peptidyl-prolyl cis-trans isomerase sig-7 OS=Caenorhabditis elegans OX=6239 GN=sig-7 PE=1 SV=1
Potra2n4c9972	chr4	sp|Q8NCS7|CTL5_HUMAN Choline transporter-like protein 5 OS=Homo sapiens OX=9606 GN=SLC44A5 PE=2 SV=5
Potra2n4c9973	chr4	sp|O17453|PSMD4_SCHMA 26S proteasome non-ATPase regulatory subunit 4 OS=Schistosoma mansoni OX=6183 PE=2 SV=2
Potra2n4c9974	chr4	sp|Q556H5|COF3_DICDI Cofilin-3 OS=Dictyostelium discoideum OX=44689 GN=cofD-1 PE=3 SV=1
Potra2n4c9975	chr4	sp|Q99405|PRTM_BACSK M-protease OS=Bacillus clausii (strain KSM-K16) OX=66692 GN=aprE PE=1 SV=2
Potra2n4c9976	chr4	sp|Q9SD22|SDEH3_ARATH Senescence/dehydration-associated protein At3g51250 OS=Arabidopsis thaliana OX=3702 GN=At3g51250 PE=2 SV=1
Potra2n4c9977	chr4	None available
Potra2n4c9978	chr4	sp|Q54XV3|NEDD8_DICDI NEDD8 OS=Dictyostelium discoideum OX=44689 GN=nedd8 PE=3 SV=2
Potra2n4c9979	chr4	sp|A6UT20|PSB_META3 Proteasome subunit beta OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) OX=419665 GN=psmB PE=3 SV=1
Potra2n4c9980	chr4	sp|Q9LNI5|ETC1_ARATH MYB-like transcription factor ETC1 OS=Arabidopsis thaliana OX=3702 GN=ETC1 PE=2 SV=1
Potra2n4c9981	chr4	sp|Q9FG34|PER54_ARATH Peroxidase 54 OS=Arabidopsis thaliana OX=3702 GN=PER54 PE=2 SV=1
Potra2n4c9982	chr4	sp|A8KBH6|KPCB_XENTR Protein kinase C beta type OS=Xenopus tropicalis OX=8364 GN=prkcb PE=2 SV=1
Potra2n4c9983	chr4	sp|Q9FJ92|IMPA8_ARATH Importin subunit alpha-8 OS=Arabidopsis thaliana OX=3702 GN=IMPA8 PE=3 SV=1
Potra2n4c9984	chr4	sp|Q0CMF3|BGALB_ASPTN Probable beta-galactosidase B OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=lacB PE=3 SV=2
Potra2n4c9985	chr4	sp|Q5S006|LRRK2_MOUSE Leucine-rich repeat serine/threonine-protein kinase 2 OS=Mus musculus OX=10090 GN=Lrrk2 PE=1 SV=2
Potra2n4c9986	chr4	sp|Q69ZM6|STK36_MOUSE Serine/threonine-protein kinase 36 OS=Mus musculus OX=10090 GN=Stk36 PE=1 SV=3
Potra2n4c9987	chr4	None available
Potra2n4c9988	chr4	None available
